KdRek4,KdRek5,Nama_Rincian
"3.03.03.01.","3.03.03.01.028.","Power Meter And Accessories"
"3.03.03.01.","3.03.03.01.029.","PH Meter (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.030.","Quasi Peak Meter"
"3.03.03.01.","3.03.03.01.031.","Thruline Watt Meter"
"3.03.03.01.","3.03.03.01.032.","Digital Multimeter (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.033.","Multi Meter"
"3.03.03.01.","3.03.03.01.034.","Meter Calibrator"
"3.03.03.01.","3.03.03.01.035.","Moise Figure Meter"
"3.03.03.01.","3.03.03.01.036.","Distortion Analyzer"
"3.03.03.01.","3.03.03.01.037.","Vector Volt Meter (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.038.","Pulse Generator (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.039.","DME Ground Station Test Set (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.040.","UHF Signal Generator"
"3.03.03.01.","3.03.03.01.041.","Sweep Oscillator (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.042.","VHF Signal Generator"
"3.03.03.01.","3.03.03.01.043.","Spektrum Analyzer"
"3.03.03.01.","3.03.03.01.044.","Tube Tester (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.045.","Dosimeter & Accesories"
"3.03.03.01.","3.03.03.01.046.","Survey Meter (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.047.","Sound Detector"
"3.03.03.01.","3.03.03.01.048.","Vidicon Quick Tester"
"3.03.03.01.","3.03.03.01.049.","Pattern For TV Adjustment"
"3.03.03.01.","3.03.03.01.050.","Power Meter Cillibrator"
"3.03.03.01.","3.03.03.01.051.","Thermistor"
"3.03.03.01.","3.03.03.01.052.","Signal Generator Audio VHF, UHF"
"3.03.03.01.","3.03.03.01.053.","X - Tal Detector"
"3.03.03.01.","3.03.03.01.054.","CO - Axial Slot Line"
"3.03.03.01.","3.03.03.01.055.","RF Volt Meter"
"3.03.03.01.","3.03.03.01.056.","Frekquency Wave Meter"
"3.03.03.01.","3.03.03.01.057.","Megger"
"3.03.03.01.","3.03.03.01.058.","CO Axial Attenuator"
"3.03.03.01.","3.03.03.01.059.","Variabel CO Axial Attenuator"
"3.03.03.01.","3.03.03.01.060.","Directional Coupler (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.061.","Pin Modulator"
"3.03.03.01.","3.03.03.01.062.","Logig Trouble Shoting Kit"
"3.03.03.01.","3.03.03.01.063.","SWR Meter"
"3.03.03.01.","3.03.03.01.064.","Memori Programmer"
"3.03.03.01.","3.03.03.01.065.","Logig Statc Analyzer"
"3.03.03.01.","3.03.03.01.066.","Frequency Cuonter"
"3.03.03.01.","3.03.03.01.067.","Universal Bridge"
"3.03.03.01.","3.03.03.01.068.","FB Meter"
"3.03.03.01.","3.03.03.01.069.","Noise"
"3.03.03.01.","3.03.03.01.070.","Radiation Monitor Isotropic"
"3.03.03.01.","3.03.03.01.071.","Phase Meter"
"3.03.03.01.","3.03.03.01.072.","Global Positioning System"
"3.03.03.01.","3.03.03.01.073.","ILS. Calibration RX."
"3.03.03.01.","3.03.03.01.074.","DCP ( Alat Control ) Sensor"
"3.03.03.01.","3.03.03.01.075.","Moisteur Meter"
"3.03.03.01.","3.03.03.01.076.","Rota Meter"
"3.03.03.01.","3.03.03.01.077.","Mini Phasec View"
"3.03.03.01.","3.03.03.01.078.","Frequency Inverter"
"3.03.03.01.","3.03.03.01.079.","Accumeter"
"3.03.03.01.","3.03.03.01.080.","Temperatur Digital"
"3.03.03.01.","3.03.03.01.081.","Argometer"
"3.03.03.01.","3.03.03.01.082.","Dial Test Indicator"
"3.03.03.01.","3.03.03.01.083.","Speed Meter"
"3.03.03.01.","3.03.03.01.084.","Oil Bath, Hart Scientific"
"3.03.03.01.","3.03.03.01.085.","Speed Detector"
"3.03.03.01.","3.03.03.01.086.","Thermohygrometer (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.087.","Traffic Counter"
"3.03.03.01.","3.03.03.01.088.","Standar Test Gauge"
"3.03.03.01.","3.03.03.01.090.","Sigma Meter"
"3.03.03.01.","3.03.03.01.091.","Ionisasi Meter"
"3.03.03.01.","3.03.03.01.092.","Rotan Sampler Spliter"
"3.03.03.01.","3.03.03.01.093.","Henry Meter"
"3.03.03.01.","3.03.03.01.094.","Mesin Kocok Horisontal"
"3.03.03.01.","3.03.03.01.095.","Capasitor Meter"
"3.03.03.01.","3.03.03.01.096.","Microprocessor Conductivity"
"3.03.03.01.","3.03.03.01.097.","UHF Out Pusttessting Equipment"
"3.03.03.01.","3.03.03.01.098.","Shrangkage Limit Apparatus"
"3.03.03.01.","3.03.03.01.099.","R.F. Signal Generator"
"3.03.03.01.","3.03.03.01.100.","Dewmeter Print"
"3.03.03.01.","3.03.03.01.102.","Orbital Shaker"
"3.03.03.01.","3.03.03.01.103.","VHF/UHF Dummy Load"
"3.03.03.01.","3.03.03.01.104.","Ozonizer"
"3.03.03.01.","3.03.03.01.105.","Psophometric Weighting Network"
"3.03.03.01.","3.03.03.01.106.","Personal CDT"
"3.03.03.01.","3.03.03.01.107.","Portable Test Reck"
"3.03.03.01.","3.03.03.01.108.","Radio Meter (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.109.","Nmotor Drive Wire Wropper"
"3.03.03.01.","3.03.03.01.110.","Salinity Temp Depth Analizer"
"3.03.03.01.","3.03.03.01.111.","Digital Circuit Tester"
"3.03.03.01.","3.03.03.01.112.","Salinometer"
"3.03.03.01.","3.03.03.01.113.","Field Strength Meter"
"3.03.03.01.","3.03.03.01.114.","Acientific Soundeer System"
"3.03.03.01.","3.03.03.01.115.","Alterneatur"
"3.03.03.01.","3.03.03.01.116.","Senter Bawah Air"
"3.03.03.01.","3.03.03.01.117.","Mega Ohm Tester"
"3.03.03.01.","3.03.03.01.118.","Six Place Hidromanifold"
"3.03.03.01.","3.03.03.01.119.","Insulation Tester (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.120.","Sonicator Virsoic Call Disluptor"
"3.03.03.01.","3.03.03.01.121.","Electric Bench"
"3.03.03.01.","3.03.03.01.122.","Sweep Function Generator"
"3.03.03.01.","3.03.03.01.123.","Loadmeter"
"3.03.03.01.","3.03.03.01.124.","System UV Sterelisasi dan Sirkulasi AI"
"3.03.03.01.","3.03.03.01.125.","Counter Tester"
"3.03.03.01.","3.03.03.01.126.","System For Chemical Oxygen Demond"
"3.03.03.01.","3.03.03.01.127.","The Dacor Seasprint Under Water Vehicle"
"3.03.03.01.","3.03.03.01.128.","Titration Unit"
"3.03.03.01.","3.03.03.01.129.","Ultrasonic Cleaner (Alat Ukur Universal)"
"3.03.03.01.","3.03.03.01.130.","Water Analysis Kit"
"3.03.03.01.","3.03.03.01.131.","Wheel Meter"
"3.03.03.01.","3.03.03.01.132.","Proyection Polariscope"
"3.03.03.01.","3.03.03.01.133.","CDMA/GSM Test"
"3.03.03.01.","3.03.03.01.134.","Antenna Selector"
"3.03.03.01.","3.03.03.01.135.","Log Periodic Antenna"
"3.03.03.01.","3.03.03.01.136.","Alat Ukur Sigmat"
"3.03.03.01.","3.03.03.01.999.","Alat Ukur Universal Lainnya"
"3.03.03.02.","3.03.03.02.001.","Frequency Counter (Universal Tester)"
"3.03.03.02.","3.03.03.02.002.","Insulation Res Meter Mod"
"3.03.03.02.","3.03.03.02.003.","Noise & Distortion Meter"
"3.03.03.02.","3.03.03.02.004.","Oscilator Distortion Meter"
"3.03.03.02.","3.03.03.02.005.","Oscilator Test Signal"
"3.03.03.02.","3.03.03.02.006.","Oscilator Widw Band"
"3.03.03.02.","3.03.03.02.007.","Oscilator Sweep"
"3.03.03.02.","3.03.03.02.008.","Precision Encoder Monitor"
"3.03.03.02.","3.03.03.02.009.","Plambicon Test Unit"
"3.03.03.02.","3.03.03.02.010.","Scanner (Universal Tester)"
"3.03.03.02.","3.03.03.02.011.","Time Interval Unit"
"3.03.03.02.","3.03.03.02.012.","Universal Counter (Universal Tester)"
"3.03.03.02.","3.03.03.02.013.","Video Noise Meter"
"3.03.03.02.","3.03.03.02.014.","Admintance Meter"
"3.03.03.02.","3.03.03.02.015.","Admintance Bride"
"3.03.03.02.","3.03.03.02.016.","Fieldstrength Meter"
"3.03.03.02.","3.03.03.02.017.","RF Bridge"
"3.03.03.02.","3.03.03.02.018.","RF Push Button Attenuator"
"3.03.03.02.","3.03.03.02.019.","Vision And Sound Nyquist Demodulator AMF"
"3.03.03.02.","3.03.03.02.020.","V.S.W.R Standing Review"
"3.03.03.02.","3.03.03.02.022.","Digital Frequence Meter"
"3.03.03.02.","3.03.03.02.023.","Vindicam Quick Tester"
"3.03.03.02.","3.03.03.02.024.","Coaxial ATT"
"3.03.03.02.","3.03.03.02.025.","Variable Coaxial ATT"
"3.03.03.02.","3.03.03.02.026.","Logic Probe (Universal Tester)"
"3.03.03.02.","3.03.03.02.027.","Survey Meter (Universal Tester)"
"3.03.03.02.","3.03.03.02.028.","Logic Comparator"
"3.03.03.02.","3.03.03.02.999.","Universal Tester Lainnya"
"3.03.03.03.","3.03.03.03.001.","Ukuran Johanson (Alat Pembanding Standar Ukuran Panjang)"
"3.03.03.03.","3.03.03.03.002.","Micro Indicator (Dengan Perlengkapan Suparto Pointers Dan Revolv"
"3.03.03.03.","3.03.03.03.003.","Perlengkapan Micro Indicator"
"3.03.03.03.","3.03.03.03.004.","Psycometer Vanlambrecht"
"3.03.03.03.","3.03.03.03.005.","Psycometer"
"3.03.03.03.","3.03.03.03.006.","Barometer Logam"
"3.03.03.03.","3.03.03.03.007.","Barometer Mercury"
"3.03.03.03.","3.03.03.03.008.","Manometer Untuk Mesin"
"3.03.03.03.","3.03.03.03.009.","Monotor Precisi"
"3.03.03.03.","3.03.03.03.010.","Alat Pemeriksa Manometer ( Dengan Perlengkapan )"
"3.03.03.03.","3.03.03.03.011.","Alat Pemeriksaan Zat Cair"
"3.03.03.03.","3.03.03.03.012.","Termometer Standar"
"3.03.03.03.","3.03.03.03.013.","Termometer Govermen Tester 0 Derajat Sampai Dengan 100 Derajat C"
"3.03.03.03.","3.03.03.03.014.","Thermostat ( Penguji Pemeriksaan Termometer )"
"3.03.03.03.","3.03.03.03.015.","Jam Ukur ( Meet Lock )"
"3.03.03.03.","3.03.03.03.016.","Hardnes Tester"
"3.03.03.03.","3.03.03.03.017.","Stopwatch"
"3.03.03.03.","3.03.03.03.018.","Loup"
"3.03.03.03.","3.03.03.03.019.","Planimeter (Alat Ukur/pembanding)"
"3.03.03.03.","3.03.03.03.020.","Metra Block"
"3.03.03.03.","3.03.03.03.021.","Lemari Baja Pengering"
"3.03.03.03.","3.03.03.03.022.","Sanblas Unit"
"3.03.03.03.","3.03.03.03.023.","Alat Pemeriksaan Timbangan Tekanan Beroda"
"3.03.03.03.","3.03.03.03.024.","Stelan Instrumen Bourje"
"3.03.03.03.","3.03.03.03.025.","Lampu Untuk Menerangi Skala Neraca Pakai Standar"
"3.03.03.03.","3.03.03.03.026.","Avometer Su 20 - 20 K"
"3.03.03.03.","3.03.03.03.027.","Trappo 1.000 Watt"
"3.03.03.03.","3.03.03.03.028.","Tool Set"
"3.03.03.03.","3.03.03.03.029.","Landasan Cap Lengkap"
"3.03.03.03.","3.03.03.03.030.","Kaki Tiga Gantungan Dacin"
"3.03.03.03.","3.03.03.03.031.","Alat Pendatar Takaran Bensin"
"3.03.03.03.","3.03.03.03.032.","Tang Plombir / Segel"
"3.03.03.03.","3.03.03.03.033.","Exicator Besar"
"3.03.03.03.","3.03.03.03.034.","Exicator Kecil"
"3.03.03.03.","3.03.03.03.035.","Desicator ( Size ) 3"
"3.03.03.03.","3.03.03.03.036.","Desicator ( Size ) 4"
"3.03.03.03.","3.03.03.03.037.","Botol Air Saling Dari 25 Liter"
"3.03.03.03.","3.03.03.03.038.","Picnometer"
"3.03.03.03.","3.03.03.03.039.","Desimeter ( Hidrometer )"
"3.03.03.03.","3.03.03.03.040.","Telescope Tile Varieble"
"3.03.03.03.","3.03.03.03.041.","Optical Strean ( Untuk Pemeriksaan Kaca )"
"3.03.03.03.","3.03.03.03.042.","Optocal Teknis Gange ( Pengukur Tebal Dinding )"
"3.03.03.03.","3.03.03.03.043.","Lifter Capasitas 500 Kg"
"3.03.03.03.","3.03.03.03.044.","Taximeter Tester"
"3.03.03.03.","3.03.03.03.045.","Spedometer Tester"
"3.03.03.03.","3.03.03.03.046.","Standard Guage Blocks"
"3.03.03.03.","3.03.03.03.047.","Finest Direct Reading Intern Micrometer Of Varios Range Up To 10"
"3.03.03.03.","3.03.03.03.048.","Constant Temperature Combined Bridge Thermostat"
"3.03.03.03.","3.03.03.03.049.","Transparan Plastic Rack Insert For 20 Test Test Tubes 75 X 17"
"3.03.03.03.","3.03.03.03.050.","Water Bath Plexiglass Capasity 71"
"3.03.03.03.","3.03.03.03.051.","Test Tube Rack Stainlesstel With 10 Holes 18 mm DIA"
"3.03.03.03.","3.03.03.03.052.","Calorimeter Thermometer Aceto Bestmen Certificate"
"3.03.03.03.","3.03.03.03.053.","Sit Of Gauge Pretition Lands Berger Thermometer"
"3.03.03.03.","3.03.03.03.054.","Set Of 14 Hight Precision Ameral Thermometer"
"3.03.03.03.","3.03.03.03.055.","Addition Tuner Stop Watch"
"3.03.03.03.","3.03.03.03.056.","Universal Clamp, Clamping Range 6 To 12 mm"
"3.03.03.03.","3.03.03.03.057.","Universal Clamp, Clamping Range 6 To 75 mm"
"3.03.03.03.","3.03.03.03.058.","Venier Caliver"
"3.03.03.03.","3.03.03.03.059.","Propile Proyektor Toyo Serie"
"3.03.03.03.","3.03.03.03.060.","Tool Maker Microscope Magnification 30 X"
"3.03.03.03.","3.03.03.03.061.","Microscope Multiview"
"3.03.03.03.","3.03.03.03.999.","Alat Ukur/Pembanding Lainnya"
"3.03.03.04.","3.03.03.04.001.","Meter X - 27 Dari Platina Tridium"
"3.03.03.04.","3.03.03.04.002.","H - Meter Dari Baja Nikel"
"3.03.03.04.","3.03.03.04.003.","Komparator"
"3.03.03.04.","3.03.03.04.004.","Alat Pengukur Garis Tengah"
"3.03.03.04.","3.03.03.04.005.","Ban Ukur"
"3.03.03.04.","3.03.03.04.006.","Diameter Tape"
"3.03.03.04.","3.03.03.04.007.","Ukuran Tinggi Orang"
"3.03.03.04.","3.03.03.04.008.","Schuifmaat ( Ukuran Ingsut )"
"3.03.03.04.","3.03.03.04.009.","Lifter Standard ( 1 Liter )"
"3.03.03.04.","3.03.03.04.010.","Bejana Ukur"
"3.03.03.04.","3.03.03.04.011.","Alat Ukur Kadar Air (Alat Ukur Lainnya)"
"3.03.03.04.","3.03.03.04.012.","Alat Ukur Pemecah Kulit Gabah"
"3.03.03.04.","3.03.03.04.013.","Rain Gauge"
"3.03.03.04.","3.03.03.04.014.","Needle Lift Sensor"
"3.03.03.04.","3.03.03.04.999.","Alat Ukur Lainnya"
"3.03.03.05.","3.03.03.05.001.","Timbangan Jembatan Capasitas 10 Ton"
"3.03.03.05.","3.03.03.05.002.","Timbangan Meja Capasitas 10 Kg"
"3.03.03.05.","3.03.03.05.003.","Timbangan Meja Capasitas 5 Kg"
"3.03.03.05.","3.03.03.05.004.","Timbangan Bbi Capasitas 100 Kg"
"3.03.03.05.","3.03.03.05.005.","Timbangan Bbi Capasitas 25 Kg"
"3.03.03.05.","3.03.03.05.006.","Timbangan Bbi Capasitas 15 Kg ( Timbangan Bayi )"
"3.03.03.05.","3.03.03.05.007.","Timbangan Bbi Capasitas 10 Kg"
"3.03.03.05.","3.03.03.05.008.","Timbangan Cepat Capasitas 10 Kg"
"3.03.03.05.","3.03.03.05.009.","Timbangan Cepat Capasitas 25 Kg"
"3.03.03.05.","3.03.03.05.010.","Timbangan Cepat Capasitas 200 Kg"
"3.03.03.05.","3.03.03.05.011.","Timbangan Pegas Capasitas 10 Kg"
"3.03.03.05.","3.03.03.05.012.","Timbangan Pegas Capasitas 50 Kg (Alat Timbangan/biara)"
"3.03.03.05.","3.03.03.05.014.","Timbangan Surat Capasitas 100 Kg"
"3.03.03.05.","3.03.03.05.015.","Timbangan Kwadran Capasitas 100 Kg"
"3.03.03.05.","3.03.03.05.016.","Timbangan Sentisimal Dacin Kuningan"
"3.03.03.05.","3.03.03.05.017.","Timbangan Gula Gaveka"
"3.03.03.05.","3.03.03.05.018.","Timbangan Gantung Capasitas 50 Gram"
"3.03.03.05.","3.03.03.05.019.","Neraca Halus + Lemari Capasitas 500 Gram"
"3.03.03.05.","3.03.03.05.020.","Neraca Parama E"
"3.03.03.05.","3.03.03.05.021.","Neraca Parama D Capasitas 5 Gram"
"3.03.03.05.","3.03.03.05.022.","Neraca Percisi Elektronik Capasitas 1 Kg."
"3.03.03.05.","3.03.03.05.023.","Neraca Percisi ( Single Pan ) Capasitas 20 Kg."
"3.03.03.05.","3.03.03.05.024.","Neraca Percisi ( Elektronik Vacum Me )"
"3.03.03.05.","3.03.03.05.025.","Neraca Percisi 30 Kg ( Micro Balance )"
"3.03.03.05.","3.03.03.05.026.","Neraca Percisi Capasitas 50 Gram"
"3.03.03.05.","3.03.03.05.027.","Neraca Percisi Capasitas 1 Kg."
"3.03.03.05.","3.03.03.05.028.","Neraca Tera E"
"3.03.03.05.","3.03.03.05.029.","Neraca Tera A Capasitas 75 Kg."
"3.03.03.05.","3.03.03.05.030.","Neraca Tera B Capasitas 10 Kg."
"3.03.03.05.","3.03.03.05.031.","Neraca Torsion Balance Capasitas 500 Gram"
"3.03.03.05.","3.03.03.05.032.","Neraca Analisa Capasitas 1000 Gram"
"3.03.03.05.","3.03.03.05.033.","Neraca Analisa Capasitas 20 Kg"
"3.03.03.05.","3.03.03.05.034.","Neraca Capasitas 1 Kg."
"3.03.03.05.","3.03.03.05.035.","Neraca Capasitas 20 Kg."
"3.03.03.05.","3.03.03.05.036.","Moister Meter"
"3.03.03.05.","3.03.03.05.037.","Neraca Dengan Digital Display"
"3.03.03.05.","3.03.03.05.999.","Alat Timbangan/Biara Lainnya"
"3.03.03.06.","3.03.03.06.001.","Kilogram Tembaga Nasional Platina"
"3.03.03.06.","3.03.03.06.002.","Kilogram Tembaga Bentuk Tong Bersadur Mas Murni 1 Kg."
"3.03.03.06.","3.03.03.06.003.","Kilogram Sepuh Mas 1 Kg. Pakai Tombol"
"3.03.03.06.","3.03.03.06.004.","Kilogram Baja Berbentuk Tong Bersadur Croom"
"3.03.03.06.","3.03.03.06.005.","Kilogram Dari Baja Berbentuk Slinder"
"3.03.03.06.","3.03.03.06.006.","Kilogram Kerja Standar Tk.II"
"3.03.03.06.","3.03.03.06.007.","Kilogram Standar"
"3.03.03.06.","3.03.03.06.008.","Anak Timbangan Tembaga Kantor Tk.III"
"3.03.03.06.","3.03.03.06.009.","Anak Timbangan Miligram"
"3.03.03.06.","3.03.03.06.010.","Anak Timbangan Miligram Platina"
"3.03.03.06.","3.03.03.06.011.","Anak Timbangan Miligram Aluminium"
"3.03.03.06.","3.03.03.06.012.","Anak Timbangan Gram Standar 1 Gram"
"3.03.03.06.","3.03.03.06.013.","Anak Timbangan Halus Dari 1.000 - 1 Gram"
"3.03.03.06.","3.03.03.06.014.","Anak Timbangan Biasa Dari 1.000 - 1 Gram"
"3.03.03.06.","3.03.03.06.015.","Anak Timbangan Bidur"
"3.03.03.06.","3.03.03.06.016.","Anak Timbangan Dari Besi"
"3.03.03.06.","3.03.03.06.017.","Anak Timbangan Keping ( Mulut Kecil )"
"3.03.03.06.","3.03.03.06.018.","Anak Timbangan Keping ( Mulut Besar )"
"3.03.03.06.","3.03.03.06.999.","Anak Timbangan / Biara Lainnya"
"3.03.03.07.","3.03.03.07.001.","Takaran Kering Dari 100 - 50 - 20 Liter"
"3.03.03.07.","3.03.03.07.002.","Takaran Kering Dari 10 S/D 0,5 Liter"
"3.03.03.07.","3.03.03.07.999.","Takaran Kering Lainnya"
"3.03.03.08.","3.03.03.08.001.","Takaran Bahan Bangunan 2 HL Berbentuk Tong"
"3.03.03.08.","3.03.03.08.999.","Takaran Bahan Bangunan Lainnya"
"3.03.03.09.","3.03.03.09.001.","Takaran Latex/Getah Susu"
"3.03.03.09.","3.03.03.09.002.","Takaran Buah Kopi Dari 0,5 HL"
"3.03.03.09.","3.03.03.09.003.","Takaran Kapuk Dari Kayu 2 Dan 1 HL"
"3.03.03.09.","3.03.03.09.004.","Takaran Minyak Dari Besi 0,5 HL"
"3.03.03.09.","3.03.03.09.005.","Takaran Gandum 0,5 HL"
"3.03.03.09.","3.03.03.09.999.","Takaran Lainnya"
"3.04.01.01.","3.04.01.01.001.","Bajak Kayu"
"3.04.01.01.","3.04.01.01.002.","Bajak Muara"
"3.04.01.01.","3.04.01.01.003.","Pacul"
"3.04.01.01.","3.04.01.01.004.","Linggis"
"3.04.01.01.","3.04.01.01.005.","Garpu Pacul"
"3.04.01.01.","3.04.01.01.006.","Garpu Kayu"
"3.04.01.01.","3.04.01.01.007.","Garpu Besi"
"3.04.01.01.","3.04.01.01.008.","Tractor Four Wheel (Dengan Kelengkapannya)"
"3.04.01.01.","3.04.01.01.009.","Tractor Tangan Dengan Perlengkapannya"
"3.04.01.01.","3.04.01.01.999.","Alat Pengolahan Tanah Dan Tanaman Lainnya"
"3.04.01.02.","3.04.01.02.001.","Kored"
"3.04.01.02.","3.04.01.02.002.","Arit"
"3.04.01.02.","3.04.01.02.003.","Babatan"
"3.04.01.02.","3.04.01.02.004.","Pacul Dangir"
"3.04.01.02.","3.04.01.02.005.","Penyemprot Otomatis (Automatic Sprayer)"
"3.04.01.02.","3.04.01.02.006.","Penyemprot Mesin (Power Sprayer)"
"3.04.01.02.","3.04.01.02.007.","Penyemprot Tangan (Hand Sprayer)"
"3.04.01.02.","3.04.01.02.008.","Alat Penyiang Tanaman"
"3.04.01.02.","3.04.01.02.999.","Alat Pemeliharaan Tanaman/Ikan/Ternak Lainnya"
"3.04.01.03.","3.04.01.03.001.","Ani-Ani"
"3.04.01.03.","3.04.01.03.002.","Alat Perontokan (Thresser Pedal)"
"3.04.01.03.","3.04.01.03.003.","Alat Perontokan Mesin (Power Thresser)"
"3.04.01.03.","3.04.01.03.004.","Alat Pemipil Jagung"
"3.04.01.03.","3.04.01.03.005.","Alat Pengering (Dryer)"
"3.04.01.03.","3.04.01.03.006.","Alat Pengukur Kadar Air (Moisture Tester)"
"3.04.01.03.","3.04.01.03.007.","Alat Penggiling Kopi"
"3.04.01.03.","3.04.01.03.008.","Alat Pengolah Tepung"
"3.04.01.03.","3.04.01.03.009.","Alat Bantu Uji Tumbuh"
"3.04.01.03.","3.04.01.03.010.","Alat Penampi"
"3.04.01.03.","3.04.01.03.999.","Alat Panen Lainnya"
"3.04.01.04.","3.04.01.04.001.","Cold Storage (Kamar Pendingin)"
"3.04.01.04.","3.04.01.04.002.","Selo (Kotak Penyimpanan) Dengan Pengatur Temperatur"
"3.04.01.04.","3.04.01.04.003.","Rak-Rak Penyimpan"
"3.04.01.04.","3.04.01.04.004.","Lemari Penyimpan"
"3.04.01.04.","3.04.01.04.999.","Alat Penyimpan Hasil Percobaan Pertanian Lainnya"
"3.04.01.05.","3.04.01.05.001.","Alat Pengukur Curah Hujan"
"3.04.01.05.","3.04.01.05.002.","Alat Pengukur Cahaya"
"3.04.01.05.","3.04.01.05.003.","Alat Pengukur Intensitas Cahaya"
"3.04.01.05.","3.04.01.05.004.","Alat Pengukur Temperatur"
"3.04.01.05.","3.04.01.05.005.","Alat Pengukur P.H. Tanah (Soil Tester)"
"3.04.01.05.","3.04.01.05.006.","Alat Pengambil Sample Tanah"
"3.04.01.05.","3.04.01.05.007.","Rice"
"3.04.01.05.","3.04.01.05.008.","Grindding Mill"
"3.04.01.05.","3.04.01.05.009.","Volume Test"
"3.04.01.05.","3.04.01.05.010.","Weight"
"3.04.01.05.","3.04.01.05.011.","Straw Facture"
"3.04.01.05.","3.04.01.05.012.","Falling Number"
"3.04.01.05.","3.04.01.05.013.","Electrode Ph Meter"
"3.04.01.05.","3.04.01.05.014.","Alat Penurun Kadar Air Madu"
"3.04.01.05.","3.04.01.05.999.","Alat Laboratorium Pertanian Lainnya (Alat Pengolahan Pertanian)"
"3.04.01.06.","3.04.01.06.001.","Unit Pengaduk"
"3.04.01.06.","3.04.01.06.002.","Alat Pencabut Bulu Ayam"
"3.04.01.06.","3.04.01.06.003.","Alat Pembuat Pelet/Makanan Ternak"
"3.04.01.06.","3.04.01.06.004.","Alat Pembuat Molase Blok"
"3.04.01.06.","3.04.01.06.005.","Mesin Tetas"
"3.04.01.06.","3.04.01.06.006.","Mesin Perah Susu"
"3.04.01.06.","3.04.01.06.007.","Milk Can"
"3.04.01.06.","3.04.01.06.008.","Pengupas Kulit Ari Kedelai"
"3.04.01.06.","3.04.01.06.009.","Pemarut Serat Serba Guna"
"3.04.01.06.","3.04.01.06.010.","Penyawut Singkong"
"3.04.01.06.","3.04.01.06.011.","Gilingan Beras"
"3.04.01.06.","3.04.01.06.012.","Salina Injector"
"3.04.01.06.","3.04.01.06.013.","Scaller Motor"
"3.04.01.06.","3.04.01.06.014.","ULV Cabinet"
"3.04.01.06.","3.04.01.06.015.","TLC Drayer"
"3.04.01.06.","3.04.01.06.016.","Mesin Pencuci Alat (Miele)"
"3.04.01.06.","3.04.01.06.017.","Hydrolic Pieces"
"3.04.01.06.","3.04.01.06.018.","Reaper"
"3.04.01.06.","3.04.01.06.019.","Electric Disk Cutter"
"3.04.01.06.","3.04.01.06.020.","Ragum /Catok"
"3.04.01.06.","3.04.01.06.021.","Diesel Eggane"
"3.04.01.06.","3.04.01.06.022.","Alat Prosesing Daging"
"3.04.01.06.","3.04.01.06.023.","Alat Prosesing Telur"
"3.04.01.06.","3.04.01.06.024.","Ice Cream Maker"
"3.04.01.06.","3.04.01.06.025.","Hand Separator"
"3.04.01.06.","3.04.01.06.026.","Mesin Penepung Beras"
"3.04.01.06.","3.04.01.06.027.","Alat Penggiling Jagung"
"3.04.01.06.","3.04.01.06.028.","Mesin Pengayak Tepung"
"3.04.01.06.","3.04.01.06.029.","Pengolahan Produk Kering"
"3.04.01.06.","3.04.01.06.030.","Penyawut Besar dan Kecil"
"3.04.01.06.","3.04.01.06.031.","Processing Multiguna"
"3.04.01.06.","3.04.01.06.032.","Pump for HPLC and Accessories"
"3.04.01.06.","3.04.01.06.033.","Sausage Feeler Machine"
"3.04.01.06.","3.04.01.06.034.","Twin Paper Roller Bearing"
"3.04.01.06.","3.04.01.06.035.","Skinning Cradle"
"3.04.01.06.","3.04.01.06.036.","Head Restrainer"
"3.04.01.06.","3.04.01.06.037.","Stuning Device"
"3.04.01.06.","3.04.01.06.038.","Penyodok Kotoran"
"3.04.01.06.","3.04.01.06.039.","Pengarah Kepala"
"3.04.01.06.","3.04.01.06.040.","Offal Wash"
"3.04.01.06.","3.04.01.06.041.","Beef Splitter"
"3.04.01.06.","3.04.01.06.999.","Alat Prosesing Lainnya"
"3.04.01.07.","3.04.01.07.001.","Alat Pengasapan"
"3.04.01.07.","3.04.01.07.002.","Alat Pembekuan"
"3.04.01.07.","3.04.01.07.003.","Alat Penggiling Padi"
"3.04.01.07.","3.04.01.07.004.","Alat Pencacah Hijauan"
"3.04.01.07.","3.04.01.07.005.","Alat Pemecah Tapioka"
"3.04.01.07.","3.04.01.07.999.","Alat Pasca Panen Lainnya"
"3.04.01.08.","3.04.01.08.001.","Pukat"
"3.04.01.08.","3.04.01.08.002.","Double Rig Shrimp Trawl/Pukat Udang Ganda"
"3.04.01.08.","3.04.01.08.003.","Payang ( Termasuk Lampara )"
"3.04.01.08.","3.04.01.08.004.","Danish Seine ( Dogol )"
"3.04.01.08.","3.04.01.08.005.","Beach Seine ( Pukat Pantai )"
